Geneid,0_R1,0_R2,0_R3,5_R1,5_R2,5_R3,10_R1,10_R2,10_R3,15_R1,15_R2,15_R3,Entity,Symbol
gene-PA1450,45.0,36.0,24.0,30.0,42.0,165.0,9.0,7.0,24.0,5.0,6.0,213.0,host,gene-PA1450
gene-PA2673,9.0,2.0,9.0,5.0,8.0,55.0,0.0,0.0,6.0,2.0,0.0,71.0,host,gene-PA2673
gene-PA4772,64.0,41.0,56.0,27.0,48.0,374.0,7.0,9.0,48.0,4.0,0.0,424.0,host,gene-PA4772
gene-PA0987,29.0,42.0,23.0,6.0,13.0,124.0,2.0,3.0,17.0,2.0,2.0,64.0,host,gene-PA0987
gene-PA3287,32.0,22.0,11.0,10.0,13.0,55.0,6.0,10.0,6.0,5.0,3.0,76.0,host,gene-PA3287
gene-PA2157,9.0,6.0,17.0,6.0,4.0,109.0,6.0,1.0,17.0,0.0,1.0,140.0,host,gene-PA2157
gene-PA1076,57.0,63.0,103.0,41.0,74.0,114.0,13.0,14.0,0.0,8.0,7.0,69.0,host,gene-PA1076
gene-PA0476,90.0,91.0,71.0,30.0,40.0,294.0,13.0,14.0,36.0,6.0,3.0,421.0,host,gene-PA0476
gene-PA2216,8.0,4.0,15.0,5.0,1.0,100.0,3.0,0.0,12.0,1.0,0.0,151.0,host,gene-PA2216
gene-PPLUZ19_gp28,0.0,0.0,8.0,94.0,183.0,,,,,,,,phage,gp28
gene-PA1415,45.0,28.0,72.0,40.0,24.0,122.0,6.0,7.0,20.0,0.0,3.0,163.0,host,gene-PA1415
gene-PA1811,48.0,46.0,54.0,22.0,37.0,318.0,7.0,5.0,49.0,13.0,8.0,144.0,host,gene-PA1811
gene-PA4250,,,,,,,,,,,,196.0,host,rpsN
gene-PA2363,187.0,103.0,16.0,78.0,110.0,91.0,30.0,28.0,15.0,9.0,9.0,141.0,host,gene-PA2363
gene-PA4026,64.0,56.0,97.0,37.0,41.0,199.0,4.0,9.0,20.0,5.0,3.0,117.0,host,gene-PA4026
gene-PA0966,291.0,303.0,81.0,233.0,,222.0,52.0,61.0,16.0,20.0,28.0,94.0,host,ruvA
gene-PA3282,10.0,17.0,12.0,8.0,18.0,111.0,1.0,2.0,13.0,1.0,3.0,66.0,host,gene-PA3282
gene-PA3611,70.0,69.0,84.0,40.0,56.0,179.0,17.0,17.0,23.0,14.0,12.0,88.0,host,gene-PA3611
gene-PA3387,6.0,6.0,13.0,15.0,13.0,126.0,0.0,3.0,16.0,0.0,0.0,168.0,host,rhlG
gene-PA4562,54.0,48.0,59.0,39.0,62.0,246.0,8.0,15.0,40.0,12.0,5.0,219.0,host,gene-PA4562
gene-PA3982,286.0,188.0,189.0,191.0,286.0,328.0,38.0,42.0,32.0,17.0,5.0,143.0,host,gene-PA3982
gene-PA0328,259.0,255.0,146.0,99.0,193.0,340.0,20.0,18.0,42.0,13.0,6.0,,host,gene-PA0328
gene-PA2567,52.0,76.0,142.0,49.0,85.0,256.0,17.0,22.0,37.0,9.0,12.0,247.0,host,gene-PA2567
gene-PA4290,314.0,157.0,59.0,77.0,142.0,235.0,11.0,15.0,33.0,33.0,11.0,256.0,host,gene-PA4290
gene-PA2256,8.0,5.0,8.0,2.0,4.0,93.0,1.0,0.0,10.0,1.0,1.0,87.0,host,pvcC
gene-PA2195,26.0,118.0,,4.0,74.0,314.0,4.0,20.0,22.0,18.0,7.0,96.0,host,hcnC
gene-PA0152,21.0,13.0,28.0,10.0,10.0,138.0,0.0,2.0,12.0,1.0,1.0,341.0,host,pcaQ
gene-PA1718,,352.0,43.0,,306.0,73.0,,,5.0,17.0,24.0,54.0,host,pscE
gene-PA2499,1.0,3.0,2.0,0.0,1.0,29.0,0.0,0.0,1.0,0.0,0.0,48.0,host,gene-PA2499
gene-PA5286,208.0,340.0,87.0,131.0,263.0,134.0,62.0,,30.0,,,92.0,host,gene-PA5286
gene-PA4157,50.0,35.0,16.0,17.0,37.0,106.0,9.0,8.0,18.0,7.0,6.0,193.0,host,gene-PA4157
gene-PA4782,7.0,6.0,5.0,0.0,6.0,111.0,1.0,4.0,8.0,0.0,0.0,141.0,host,gene-PA4782
gene-PA5342,65.0,54.0,201.0,33.0,41.0,109.0,4.0,2.0,12.0,10.0,8.0,152.0,host,gene-PA5342
gene-PA1188,68.0,40.0,27.0,20.0,23.0,140.0,4.0,2.0,11.0,2.0,3.0,196.0,host,gene-PA1188
gene-PA2536,84.0,87.0,58.0,119.0,143.0,210.0,47.0,65.0,14.0,,25.0,117.0,host,gene-PA2536
gene-PA3151,228.0,,,,,,,,52.0,27.0,9.0,273.0,host,hisF2
gene-PA4066,23.0,21.0,23.0,13.0,16.0,72.0,2.0,2.0,11.0,0.0,0.0,276.0,host,gene-PA4066
gene-PA0087,28.0,45.0,55.0,26.0,59.0,119.0,7.0,7.0,9.0,11.0,2.0,335.0,host,gene-PA0087
gene-PA0331,163.0,158.0,78.0,91.0,143.0,284.0,22.0,16.0,45.0,11.0,13.0,439.0,host,ilvA1
gene-PA0865,,,,,,253.0,,,70.0,29.0,28.0,192.0,host,hpd
gene-PA2649,24.0,28.0,60.0,37.0,62.0,272.0,18.0,10.0,29.0,35.0,20.0,369.0,host,nuoN
gene-PA0158,236.0,210.0,173.0,112.0,180.0,,40.0,44.0,70.0,,22.0,,host,gene-PA0158
gene-PA2215,8.0,13.0,32.0,7.0,12.0,163.0,0.0,1.0,11.0,1.0,1.0,118.0,host,gene-PA2215
gene-PA2852.1,36.0,34.0,56.0,7.0,22.0,450.0,13.0,14.0,56.0,9.0,2.0,75.0,host,gene-PA2852.1
gene-PA3385,250.0,308.0,127.0,125.0,150.0,132.0,45.0,57.0,21.0,27.0,21.0,74.0,host,amrZ
gene-PA0794,,,,,,443.0,25.0,30.0,,17.0,16.0,,host,gene-PA0794
gene-PA4730,39.0,38.0,32.0,24.0,26.0,133.0,13.0,10.0,16.0,11.0,8.0,126.0,host,panC
gene-PA2904,10.0,17.0,10.0,7.0,12.0,92.0,4.0,3.0,12.0,1.0,2.0,168.0,host,cobI
gene-PA0827,15.0,16.0,33.0,6.0,9.0,180.0,4.0,6.0,26.0,10.0,4.0,149.0,host,gene-PA0827
gene-PA2592,32.0,65.0,84.0,18.0,70.0,161.0,5.0,32.0,24.0,20.0,1.0,69.0,host,gene-PA2592
gene-PA1087,282.0,227.0,139.0,236.0,287.0,257.0,38.0,30.0,22.0,7.0,20.0,167.0,host,flgL
gene-PA5326,33.0,5.0,21.0,27.0,19.0,243.0,4.0,3.0,37.0,0.0,4.0,328.0,host,gene-PA5326
gene-PA3305,54.0,48.0,35.0,23.0,44.0,201.0,6.0,6.0,19.0,5.0,2.0,298.0,host,gene-PA3305
gene-PA2321,24.0,14.0,13.0,42.0,87.0,90.0,12.0,11.0,14.0,8.0,4.0,103.0,host,gene-PA2321
gene-PA4022,,345.0,255.0,,,372.0,,62.0,,14.0,,546.0,host,gene-PA4022
gene-PA2351,9.0,9.0,16.0,2.0,6.0,69.0,1.0,1.0,14.0,0.0,1.0,100.0,host,gene-PA2351
gene-PA2441,152.0,98.0,45.0,118.0,159.0,107.0,11.0,12.0,16.0,3.0,8.0,162.0,host,gene-PA2441
gene-PA0688,88.0,81.0,75.0,105.0,179.0,360.0,38.0,58.0,31.0,,23.0,200.0,host,gene-PA0688
gene-PA1572,,219.0,90.0,170.0,223.0,151.0,31.0,35.0,21.0,21.0,15.0,172.0,host,gene-PA1572
gene-PA3147,350.0,,249.0,,,,,,48.0,,27.0,185.0,host,wbpJ
gene-PA5135,40.0,27.0,28.0,18.0,26.0,123.0,3.0,4.0,22.0,1.0,1.0,157.0,host,gene-PA5135
gene-PA4456,208.0,272.0,61.0,205.0,301.0,138.0,,,14.0,,,51.0,host,gene-PA4456
gene-PA1288,,,,,,271.0,,64.0,38.0,,,235.0,host,gene-PA1288
gene-PA4568,,,,,,,,,,,,454.0,host,rplU
gene-PA0731,23.0,13.0,,16.0,29.0,,4.0,8.0,,4.0,4.0,198.0,host,gene-PA0731
gene-PA3016,28.0,23.0,12.0,8.0,15.0,61.0,3.0,1.0,3.0,1.0,2.0,50.0,host,gene-PA3016
gene-PA1500,16.0,17.0,28.0,13.0,22.0,157.0,10.0,16.0,26.0,4.0,4.0,315.0,host,gene-PA1500
gene-PA5144,1.0,2.0,4.0,3.0,2.0,22.0,0.0,0.0,1.0,0.0,0.0,47.0,host,gene-PA5144
gene-PA4404,,241.0,31.0,96.0,118.0,183.0,15.0,20.0,10.0,14.0,11.0,,host,gene-PA4404
gene-PA1866a,14.0,10.0,14.0,8.0,12.0,65.0,3.0,3.0,9.0,2.0,1.0,107.0,host,gene-PA1866a
gene-PA4881,10.0,8.0,33.0,5.0,6.0,179.0,2.0,1.0,19.0,0.0,0.0,179.0,host,gene-PA4881
gene-PA5261,,,,132.0,179.0,165.0,33.0,31.0,35.0,12.0,8.0,267.0,host,algR
gene-PA3150,304.0,,,,,,,,,,14.0,302.0,host,wbpG
gene-PA1089,236.0,157.0,40.0,151.0,162.0,112.0,21.0,15.0,13.0,6.0,3.0,103.0,host,gene-PA1089
gene-PA1292,36.0,42.0,29.0,26.0,38.0,175.0,6.0,11.0,19.0,5.0,4.0,206.0,host,gene-PA1292
gene-PA0300,,,,,,,,,50.0,37.0,,283.0,host,spuD
gene-PA4307,160.0,170.0,112.0,139.0,142.0,369.0,63.0,64.0,,,,258.0,host,pctC
gene-PA0139,,,,,357.0,348.0,,,32.0,,,253.0,host,ahpC
gene-PA3872,6.0,2.0,21.0,2.0,2.0,,0.0,2.0,19.0,1.0,0.0,198.0,host,narI
gene-PA3000,170.0,177.0,78.0,,,265.0,,,22.0,35.0,,123.0,host,aroP1
gene-PA2729,32.0,21.0,38.0,26.0,39.0,138.0,2.0,5.0,25.0,7.0,4.0,192.0,host,gene-PA2729
gene-PA4273,,,,,,,,,,,,183.0,host,rplA
gene-PA4209,22.0,260.0,,14.0,319.0,277.0,23.0,69.0,34.0,27.0,13.0,214.0,host,phzM
gene-PA2118,47.0,40.0,9.0,13.0,23.0,77.0,3.0,5.0,13.0,2.0,2.0,92.0,host,ada
gene-PA1633,36.0,27.0,29.0,17.0,28.0,255.0,1.0,6.0,15.0,2.0,5.0,382.0,host,kdpA
gene-PA0216,13.0,,43.0,12.0,12.0,208.0,7.0,1.0,22.0,3.0,0.0,333.0,host,gene-PA0216
gene-PA0826,5.0,15.0,109.0,5.0,1.0,239.0,1.0,3.0,21.0,2.0,0.0,123.0,host,gene-PA0826
gene-PA5411,26.0,21.0,49.0,7.0,27.0,326.0,2.0,5.0,30.0,7.0,5.0,345.0,host,gbcB
gene-PA2959,273.0,,75.0,233.0,,130.0,,,22.0,,,86.0,host,gene-PA2959
gene-PA0156,57.0,53.0,25.0,29.0,38.0,175.0,12.0,14.0,15.0,4.0,5.0,320.0,host,gene-PA0156
gene-PA2159,4.0,3.0,13.0,3.0,5.0,62.0,1.0,1.0,2.0,0.0,1.0,157.0,host,gene-PA2159
gene-PA0750,108.0,154.0,,73.0,96.0,170.0,23.0,34.0,15.0,11.0,17.0,358.0,host,ung
gene-PA1772,269.0,180.0,28.0,162.0,171.0,92.0,43.0,31.0,19.0,17.0,28.0,61.0,host,gene-PA1772
gene-PA5231,57.0,95.0,,46.0,137.0,,12.0,25.0,,17.0,6.0,508.0,host,gene-PA5231
gene-PA3511,10.0,8.0,16.0,5.0,5.0,57.0,1.0,2.0,14.0,0.0,0.0,81.0,host,gene-PA3511
gene-PA0048,32.0,14.0,16.0,56.0,56.0,68.0,12.0,11.0,10.0,9.0,2.0,106.0,host,gene-PA0048
gene-PA4906,103.0,90.0,36.0,46.0,58.0,112.0,12.0,9.0,10.0,5.0,6.0,180.0,host,gene-PA4906
gene-PA0280,24.0,20.0,56.0,21.0,28.0,215.0,5.0,6.0,36.0,6.0,1.0,364.0,host,cysA
gene-PPLUZ19_gp35,0.0,0.0,10.0,216.0,340.0,,39.0,,,,,,phage,gp35
gene-PA4817,1.0,0.0,25.0,1.0,0.0,117.0,1.0,0.0,15.0,0.0,1.0,110.0,host,gene-PA4817
gene-PA2035,,310.0,29.0,149.0,139.0,105.0,16.0,10.0,13.0,3.0,9.0,139.0,host,gene-PA2035
gene-PA4922,,,,,,,,,38.0,,,113.0,host,azu
gene-PA1954,15.0,10.0,27.0,8.0,7.0,211.0,0.0,4.0,26.0,4.0,6.0,244.0,host,gene-PA1954
gene-PA3565,26.0,19.0,27.0,15.0,22.0,139.0,2.0,1.0,16.0,2.0,1.0,269.0,host,gene-PA3565
gene-PA4248,,,,,,,,,,,,271.0,host,rplF
gene-PA2126,1.0,3.0,78.0,6.0,2.0,91.0,0.0,0.0,2.0,1.0,0.0,92.0,host,gene-PA2126
gene-PA1705,214.0,33.0,9.0,36.0,10.0,25.0,7.0,7.0,4.0,0.0,4.0,33.0,host,pcrG
gene-PA1398,38.0,35.0,6.0,12.0,31.0,55.0,5.0,3.0,6.0,2.0,1.0,33.0,host,gene-PA1398
gene-PA5244,18.0,41.0,165.0,9.0,15.0,176.0,5.0,1.0,,3.0,2.0,269.0,host,gene-PA5244
gene-PA3673,98.0,106.0,92.0,86.0,111.0,494.0,26.0,14.0,46.0,17.0,9.0,,host,plsB
gene-PA0962,72.0,59.0,,68.0,52.0,256.0,9.0,7.0,,5.0,12.0,146.0,host,gene-PA0962
gene-PA2868,27.0,19.0,27.0,15.0,29.0,94.0,4.0,5.0,8.0,2.0,3.0,137.0,host,gene-PA2868
gene-PA2828,51.0,83.0,34.0,52.0,68.0,159.0,9.0,17.0,24.0,8.0,6.0,143.0,host,gene-PA2828
gene-PA2980,50.0,96.0,25.0,76.0,104.0,64.0,14.0,21.0,8.0,17.0,6.0,60.0,host,gene-PA2980
gene-PA0777,7.0,6.0,,5.0,7.0,74.0,0.0,3.0,,2.0,0.0,143.0,host,gene-PA0777
gene-PPLUZ19_gp41,0.0,0.0,2.0,125.0,238.0,,12.0,,,,,,phage,gp41
gene-PA2044,173.0,230.0,85.0,217.0,328.0,321.0,26.0,26.0,36.0,8.0,12.0,355.0,host,gene-PA2044
gene-PA3933,70.0,54.0,,139.0,193.0,368.0,36.0,30.0,58.0,7.0,11.0,,host,gene-PA3933
gene-PA0007,112.0,133.0,71.0,92.0,127.0,328.0,21.0,38.0,49.0,13.0,10.0,500.0,host,gene-PA0007
gene-PA4618,158.0,128.0,,,48.0,245.0,17.0,18.0,15.0,5.0,5.0,225.0,host,gene-PA4618
gene-PA0554,136.0,160.0,31.0,79.0,130.0,115.0,18.0,17.0,9.0,9.0,9.0,60.0,host,gene-PA0554
gene-PA0475,21.0,15.0,12.0,8.0,7.0,92.0,1.0,2.0,15.0,1.0,1.0,208.0,host,gene-PA0475
gene-PA1175,14.0,9.0,13.0,3.0,8.0,73.0,2.0,0.0,3.0,1.0,0.0,73.0,host,napD
gene-PA1098,184.0,191.0,116.0,124.0,175.0,177.0,9.0,31.0,27.0,9.0,11.0,300.0,host,fleS
gene-PA2293,8.0,5.0,5.0,2.0,3.0,33.0,0.0,0.0,3.0,0.0,0.0,34.0,host,gene-PA2293
gene-PA4470,,,,,,374.0,,,35.0,,,262.0,host,fumC1
gene-PA4061,111.0,92.0,57.0,59.0,72.0,166.0,25.0,16.0,59.0,11.0,7.0,244.0,host,gene-PA4061
gene-PA0314,151.0,130.0,63.0,93.0,150.0,184.0,13.0,17.0,26.0,14.0,8.0,170.0,host,gene-PA0314
gene-PA1477,69.0,106.0,28.0,52.0,107.0,131.0,14.0,24.0,16.0,11.0,5.0,132.0,host,ccmC
gene-PA3869,9.0,14.0,25.0,2.0,8.0,115.0,1.0,2.0,12.0,0.0,1.0,59.0,host,gene-PA3869
gene-PA3435,90.0,79.0,26.0,55.0,88.0,136.0,18.0,14.0,15.0,12.0,10.0,222.0,host,gene-PA3435
gene-PA1527,,,,,,,,,57.0,,,408.0,host,gene-PA1527
gene-PA1397,62.0,41.0,17.0,22.0,29.0,85.0,7.0,4.0,10.0,5.0,0.0,144.0,host,gene-PA1397
gene-PA3465,120.0,84.0,83.0,67.0,104.0,213.0,20.0,15.0,29.0,6.0,8.0,368.0,host,gene-PA3465
gene-PA1867,1.0,2.0,7.0,0.0,2.0,43.0,0.0,1.0,8.0,0.0,0.0,44.0,host,xphA
gene-PA5249,40.0,48.0,24.0,22.0,29.0,127.0,5.0,5.0,27.0,4.0,1.0,118.0,host,gene-PA5249
gene-PA2717,47.0,30.0,20.0,18.0,20.0,123.0,6.0,5.0,13.0,1.0,2.0,220.0,host,cpo
gene-PA3658,133.0,120.0,126.0,139.0,198.0,,25.0,23.0,64.0,14.0,9.0,449.0,host,glnD
gene-PA1853,59.0,72.0,17.0,36.0,44.0,142.0,9.0,20.0,7.0,10.0,2.0,138.0,host,gene-PA1853
gene-PA1287,85.0,104.0,47.0,61.0,65.0,95.0,14.0,6.0,4.0,5.0,3.0,73.0,host,gene-PA1287
gene-PA5022,138.0,79.0,,86.0,101.0,,23.0,20.0,,14.0,9.0,,host,gene-PA5022
gene-PA2407,129.0,170.0,48.0,171.0,223.0,78.0,17.0,28.0,9.0,6.0,9.0,126.0,host,gene-PA2407
gene-PA2795,51.0,52.0,44.0,37.0,80.0,162.0,11.0,16.0,49.0,9.0,4.0,191.0,host,gene-PA2795
gene-PA5547,38.0,40.0,42.0,16.0,28.0,189.0,3.0,4.0,23.0,4.0,4.0,111.0,host,gene-PA5547
gene-PA5304,75.0,61.0,,209.0,,266.0,,,31.0,,,287.0,host,dadA
gene-PA4643,19.0,23.0,27.0,14.0,22.0,148.0,6.0,11.0,7.0,3.0,5.0,233.0,host,gene-PA4643
gene-PA4700,,,176.0,,,,,,,,,486.0,host,mrcB
gene-PA3250,79.0,63.0,28.0,55.0,48.0,192.0,9.0,7.0,20.0,5.0,5.0,196.0,host,gene-PA3250
gene-PA4889,26.0,61.0,22.0,24.0,82.0,66.0,6.0,4.0,17.0,0.0,2.0,85.0,host,gene-PA4889
gene-PA3632,7.0,20.0,25.0,18.0,49.0,91.0,9.0,7.0,6.0,5.0,2.0,64.0,host,gene-PA3632
gene-PA3002,174.0,179.0,117.0,161.0,194.0,414.0,47.0,56.0,48.0,29.0,24.0,450.0,host,mfd
gene-PA3412,31.0,24.0,11.0,6.0,14.0,71.0,1.0,4.0,2.0,5.0,3.0,106.0,host,gene-PA3412
gene-PA4366,215.0,253.0,81.0,,369.0,209.0,,,,,,152.0,host,sodB
gene-PA2900,154.0,131.0,56.0,143.0,178.0,155.0,36.0,47.0,18.0,24.0,20.0,254.0,host,gene-PA2900
gene-PA5359,285.0,138.0,52.0,54.0,79.0,131.0,13.0,22.0,,12.0,7.0,185.0,host,gene-PA5359
gene-PA5083,23.0,20.0,23.0,6.0,9.0,112.0,5.0,2.0,18.0,1.0,0.0,117.0,host,gene-PA5083
gene-PA1824,62.0,72.0,25.0,44.0,97.0,114.0,7.0,15.0,10.0,6.0,8.0,176.0,host,gene-PA1824
gene-PA4055,97.0,131.0,50.0,166.0,200.0,123.0,34.0,44.0,20.0,11.0,11.0,236.0,host,ribC
gene-PA5538,12.0,12.0,26.0,4.0,7.0,216.0,0.0,4.0,20.0,0.0,0.0,475.0,host,amiA
gene-PA2516,2.0,2.0,4.0,3.0,1.0,73.0,0.0,0.0,5.0,0.0,0.0,211.0,host,xylZ
gene-PA1470,39.0,19.0,6.0,12.0,15.0,110.0,2.0,9.0,9.0,3.0,1.0,232.0,host,gene-PA1470
gene-PA5512,102.0,87.0,77.0,45.0,72.0,317.0,10.0,9.0,58.0,8.0,3.0,485.0,host,mifS
gene-PA3246,25.0,15.0,17.0,17.0,30.0,119.0,4.0,9.0,17.0,5.0,4.0,124.0,host,rluA
gene-PA1007,57.0,76.0,31.0,78.0,116.0,170.0,16.0,16.0,21.0,10.0,1.0,264.0,host,gene-PA1007
gene-PA3434,72.0,60.0,46.0,36.0,66.0,201.0,6.0,14.0,20.0,11.0,4.0,145.0,host,gene-PA3434
gene-PA3216,13.0,7.0,10.0,2.0,8.0,78.0,1.0,2.0,6.0,1.0,0.0,95.0,host,gene-PA3216
gene-PA0834,34.0,36.0,48.0,50.0,58.0,211.0,14.0,16.0,,17.0,2.0,183.0,host,gene-PA0834
gene-PA5055,23.0,16.0,24.0,6.0,21.0,93.0,4.0,4.0,6.0,9.0,2.0,175.0,host,gene-PA5055
gene-PA3019,215.0,232.0,127.0,199.0,349.0,288.0,62.0,,39.0,,,192.0,host,gene-PA3019
gene-PA1647,37.0,25.0,44.0,13.0,22.0,223.0,5.0,6.0,28.0,2.0,1.0,307.0,host,gene-PA1647
gene-PA0393,59.0,53.0,25.0,46.0,61.0,131.0,10.0,10.0,9.0,5.0,1.0,163.0,host,proC
gene-PA4539,106.0,97.0,43.0,81.0,117.0,185.0,22.0,20.0,21.0,15.0,7.0,196.0,host,gene-PA4539
gene-PA4580,91.0,99.0,21.0,49.0,65.0,195.0,13.0,20.0,,5.0,5.0,353.0,host,gene-PA4580
gene-PA0501,183.0,135.0,41.0,218.0,298.0,139.0,29.0,34.0,22.0,14.0,7.0,226.0,host,bioF
gene-PA4411,,,,,,398.0,,,,29.0,22.0,302.0,host,murC
gene-PA3360,10.0,6.0,8.0,4.0,11.0,79.0,1.0,0.0,14.0,0.0,2.0,156.0,host,gene-PA3360
gene-PA1154,17.0,13.0,23.0,5.0,12.0,150.0,1.0,2.0,13.0,1.0,1.0,93.0,host,gene-PA1154
gene-PA1320,7.0,15.0,8.0,9.0,8.0,89.0,4.0,5.0,9.0,3.0,6.0,51.0,host,cyoD
gene-PPLUZ19_gp32,0.0,0.0,17.0,,,,,,,,,,phage,gp32
gene-PA2190,27.0,9.0,5.0,19.0,6.0,48.0,4.0,1.0,2.0,1.0,0.0,96.0,host,gene-PA2190
gene-PA4692,55.0,57.0,59.0,47.0,47.0,227.0,19.0,21.0,39.0,11.0,19.0,174.0,host,gene-PA4692
gene-PA2448,11.0,21.0,25.0,9.0,27.0,207.0,2.0,5.0,19.0,5.0,4.0,398.0,host,gene-PA2448
gene-PA5513,20.0,26.0,44.0,10.0,25.0,180.0,3.0,6.0,44.0,6.0,3.0,151.0,host,poxA
gene-PA1445,57.0,38.0,18.0,32.0,50.0,61.0,6.0,9.0,1.0,4.0,2.0,52.0,host,fliO
gene-PA2297,2.0,5.0,3.0,3.0,3.0,57.0,0.0,0.0,5.0,1.0,0.0,57.0,host,gene-PA2297
gene-PA3753,151.0,171.0,69.0,70.0,109.0,94.0,16.0,15.0,10.0,7.0,7.0,98.0,host,gene-PA3753
gene-PA2747,80.0,59.0,16.0,25.0,50.0,71.0,5.0,13.0,9.0,7.0,17.0,83.0,host,gene-PA2747
gene-PA5545,305.0,329.0,80.0,167.0,189.0,225.0,28.0,15.0,26.0,8.0,7.0,139.0,host,gene-PA5545
gene-PA2364,121.0,90.0,24.0,65.0,87.0,70.0,21.0,28.0,4.0,7.0,11.0,81.0,host,gene-PA2364
gene-PA0589,18.0,19.0,46.0,12.0,13.0,152.0,5.0,6.0,24.0,1.0,5.0,158.0,host,gene-PA0589
gene-PA1982,17.0,14.0,40.0,5.0,10.0,265.0,2.0,5.0,32.0,1.0,1.0,396.0,host,exaA
gene-PA2298,28.0,31.0,52.0,21.0,21.0,174.0,2.0,5.0,22.0,0.0,1.0,234.0,host,gene-PA2298
gene-PA4787,258.0,140.0,57.0,46.0,61.0,169.0,6.0,5.0,18.0,6.0,6.0,186.0,host,gene-PA4787
gene-PA3847,22.0,21.0,6.0,14.0,18.0,118.0,0.0,7.0,13.0,1.0,1.0,164.0,host,gene-PA3847
gene-PA3894,8.0,19.0,49.0,4.0,4.0,166.0,3.0,4.0,25.0,0.0,0.0,275.0,host,gene-PA3894
gene-PA0455,63.0,61.0,47.0,53.0,63.0,226.0,9.0,8.0,24.0,5.0,5.0,323.0,host,dbpA
gene-PA1124,153.0,139.0,41.0,60.0,100.0,204.0,8.0,11.0,25.0,3.0,10.0,182.0,host,dgt
gene-PA1212,8.0,3.0,34.0,2.0,6.0,185.0,0.0,0.0,22.0,2.0,1.0,264.0,host,gene-PA1212
gene-PA3646,,,,,,394.0,,,31.0,,,228.0,host,lpxD
gene-PA4780,54.0,67.0,26.0,30.0,52.0,136.0,6.0,18.0,12.0,3.0,6.0,223.0,host,gene-PA4780
gene-PA2647,47.0,63.0,89.0,66.0,91.0,320.0,22.0,34.0,45.0,,27.0,303.0,host,nuoL
gene-PA2460,43.0,112.0,98.0,98.0,261.0,200.0,23.0,21.0,13.0,8.0,6.0,99.0,host,gene-PA2460
gene-PA1939,243.0,,,138.0,,382.0,36.0,60.0,48.0,29.0,22.0,179.0,host,gene-PA1939
gene-PA4706,352.0,,47.0,246.0,357.0,74.0,18.0,20.0,13.0,8.0,3.0,205.0,host,gene-PA4706
gene-PA4466,76.0,76.0,44.0,91.0,137.0,85.0,14.0,17.0,10.0,7.0,8.0,43.0,host,gene-PA4466
gene-PA3530,224.0,144.0,19.0,4.0,14.0,54.0,1.0,3.0,8.0,2.0,0.0,33.0,host,gene-PA3530
gene-PA3585,11.0,20.0,16.0,6.0,8.0,113.0,4.0,5.0,11.0,3.0,1.0,282.0,host,glpM
gene-PA3023,103.0,76.0,21.0,45.0,75.0,83.0,10.0,13.0,11.0,3.0,2.0,92.0,host,gene-PA3023
gene-PA1762,59.0,92.0,35.0,73.0,78.0,102.0,7.0,10.0,13.0,5.0,2.0,26.0,host,gene-PA1762
gene-PA1269,13.0,20.0,27.0,6.0,13.0,114.0,0.0,3.0,19.0,1.0,3.0,118.0,host,gene-PA1269
gene-PA0821,49.0,107.0,,29.0,71.0,281.0,9.0,11.0,,14.0,6.0,136.0,host,gene-PA0821
gene-PA0436,72.0,78.0,53.0,32.0,68.0,167.0,6.0,12.0,14.0,6.0,3.0,167.0,host,gene-PA0436
gene-PA4416,352.0,336.0,174.0,233.0,,315.0,29.0,51.0,,14.0,14.0,268.0,host,murF
gene-PA5563,124.0,157.0,72.0,116.0,154.0,195.0,28.0,48.0,18.0,,19.0,131.0,host,soj
gene-PA0809,47.0,42.0,,29.0,46.0,461.0,14.0,21.0,12.0,12.0,6.0,284.0,host,gene-PA0809
gene-PA3559,154.0,65.0,26.0,166.0,166.0,216.0,32.0,20.0,22.0,1.0,6.0,331.0,host,gene-PA3559
gene-PA2576,12.0,19.0,25.0,6.0,13.0,120.0,0.0,1.0,14.0,3.0,1.0,174.0,host,gene-PA2576
gene-PA3466,238.0,206.0,161.0,104.0,157.0,233.0,22.0,39.0,30.0,10.0,5.0,288.0,host,gene-PA3466
gene-PA5282,7.0,7.0,48.0,3.0,8.0,200.0,1.0,1.0,27.0,1.0,0.0,214.0,host,gene-PA5282
gene-PA4140,11.0,6.0,,9.0,17.0,358.0,3.0,4.0,,1.0,1.0,534.0,host,gene-PA4140
gene-PA2767,4.0,8.0,15.0,6.0,12.0,172.0,2.0,3.0,19.0,2.0,1.0,163.0,host,gene-PA2767
gene-PA0070,,,,,,,,,,,,279.0,host,gene-PA0070
gene-PA0867,313.0,340.0,60.0,,,98.0,34.0,26.0,6.0,9.0,13.0,44.0,host,mliC
gene-PA2857,30.0,33.0,32.0,10.0,7.0,141.0,5.0,0.0,25.0,4.0,0.0,110.0,host,gene-PA2857
gene-PA3061,6.0,10.0,25.0,15.0,14.0,141.0,3.0,1.0,16.0,2.0,0.0,210.0,host,pelD
gene-PA4583,105.0,109.0,92.0,84.0,126.0,270.0,12.0,29.0,26.0,2.0,7.0,184.0,host,gene-PA4583
gene-PA4247,,,,,,,,,,,,225.0,host,rplR
gene-PA2243,3.0,9.0,5.0,8.0,5.0,68.0,4.0,3.0,9.0,0.0,0.0,135.0,host,pslM
gene-PA0039,,,195.0,,,313.0,,,29.0,,,61.0,host,gene-PA0039
